plot,land_type,year,season,stat_land_type,stat_season,crop_id,crop_name,crop_type,area_mu,yield_jin_mu,production_jin,cost_yuan
F4,智慧大棚,2026,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
F4,智慧大棚,2026,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
A1,平旱地,2027,单季,平旱地,单季,11,荞麦,粮食,80.0,110.0,8800.0,28000.0
A2,平旱地,2027,单季,平旱地,单季,4,绿豆,粮食（豆类）,55.0,350.0,19250.0,19250.0
A3,平旱地,2027,单季,平旱地,单季,10,黍子,粮食,35.0,525.0,18375.0,12600.0
A4,平旱地,2027,单季,平旱地,单季,10,黍子,粮食,72.0,525.0,37800.0,25920.0
A5,平旱地,2027,单季,平旱地,单季,13,红薯,粮食,68.0,2200.0,149600.0,136000.0
A6,平旱地,2027,单季,平旱地,单季,4,绿豆,粮食（豆类）,55.0,350.0,19250.0,19250.0
B1,梯田,2027,单季,梯田,单季,10,黍子,粮食,60.0,500.0,30000.0,21600.0
B10,梯田,2027,单季,梯田,单季,9,高粱,粮食,25.0,600.0,15000.0,10000.0
B11,梯田,2027,单季,梯田,单季,9,高粱,粮食,60.0,600.0,36000.0,24000.0
B12,梯田,2027,单季,梯田,单季,3,红豆,粮食（豆类）,45.0,380.0,17100.0,15750.0
B13,梯田,2027,单季,梯田,单季,2,黑豆,粮食（豆类）,35.0,475.0,16625.0,14000.0
B14,梯田,2027,单季,梯田,单季,11,荞麦,粮食,20.0,105.0,2100.0,7000.0
B2,梯田,2027,单季,梯田,单季,11,荞麦,粮食,46.0,105.0,4830.0,16100.0
B3,梯田,2027,单季,梯田,单季,3,红豆,粮食（豆类）,40.0,380.0,15200.0,14000.0
B4,梯田,2027,单季,梯田,单季,9,高粱,粮食,28.0,600.0,16800.0,11200.0
B5,梯田,2027,单季,梯田,单季,11,荞麦,粮食,25.0,105.0,2625.0,8750.0
B6,梯田,2027,单季,梯田,单季,10,黍子,粮食,86.0,500.0,43000.0,30960.0
B7,梯田,2027,单季,梯田,单季,13,红薯,粮食,55.0,2100.0,115500.0,110000.0
B8,梯田,2027,单季,梯田,单季,11,荞麦,粮食,44.0,105.0,4620.0,15400.0
B9,梯田,2027,单季,梯田,单季,9,高粱,粮食,50.0,600.0,30000.0,20000.0
C1,山坡地,2027,单季,山坡地,单季,11,荞麦,粮食,15.0,100.0,1500.0,5250.0
C2,山坡地,2027,单季,山坡地,单季,11,荞麦,粮食,13.0,100.0,1300.0,4550.0
C3,山坡地,2027,单季,山坡地,单季,12,南瓜,粮食,15.0,2700.0,40500.0,15000.0
C4,山坡地,2027,单季,山坡地,单季,10,黍子,粮食,18.0,475.0,8550.0,6480.0
C5,山坡地,2027,单季,山坡地,单季,11,荞麦,粮食,27.0,100.0,2700.0,9450.0
C6,山坡地,2027,单季,山坡地,单季,5,爬豆,粮食（豆类）,20.0,375.0,7500.0,7000.0
D1,水浇地,2027,第一季,水浇地,第一季,29,黄瓜,蔬菜,15.0,12000.0,180000.0,43500.0
D1,水浇地,2027,第二季,水浇地,第二季,36,白萝卜,蔬菜,15.0,4000.0,60000.0,7500.0
D2,水浇地,2027,第一季,水浇地,第一季,17,豇豆,蔬菜（豆类）,10.0,3000.0,30000.0,20000.0
D2,水浇地,2027,第二季,水浇地,第二季,35,大白菜,蔬菜,10.0,5000.0,50000.0,20000.0
D3,水浇地,2027,第一季,水浇地,第一季,29,黄瓜,蔬菜,14.0,12000.0,168000.0,40600.0
D3,水浇地,2027,第二季,水浇地,第二季,36,白萝卜,蔬菜,14.0,4000.0,56000.0,7000.0
D4,水浇地,2027,第一季,水浇地,第一季,29,黄瓜,蔬菜,6.0,12000.0,72000.0,17400.0
D4,水浇地,2027,第二季,水浇地,第二季,37,红萝卜,蔬菜,6.0,3000.0,18000.0,3000.0
D5,水浇地,2027,第一季,水浇地,第一季,29,黄瓜,蔬菜,10.0,12000.0,120000.0,29000.0
D5,水浇地,2027,第二季,水浇地,第二季,36,白萝卜,蔬菜,10.0,4000.0,40000.0,5000.0
D6,水浇地,2027,第一季,水浇地,第一季,29,黄瓜,蔬菜,12.0,12000.0,144000.0,34800.0
D6,水浇地,2027,第二季,水浇地,第二季,36,白萝卜,蔬菜,12.0,4000.0,48000.0,6000.0
D7,水浇地,2027,第一季,水浇地,第一季,29,黄瓜,蔬菜,22.0,12000.0,264000.0,63800.0
D7,水浇地,2027,第二季,水浇地,第二季,35,大白菜,蔬菜,22.0,5000.0,110000.0,44000.0
D8,水浇地,2027,第一季,水浇地,第一季,29,黄瓜,蔬菜,20.0,12000.0,240000.0,58000.0
D8,水浇地,2027,第二季,水浇地,第二季,36,白萝卜,蔬菜,20.0,4000.0,80000.0,10000.0
E1,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E1,普通大棚,2027,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E10,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E10,普通大棚,2027,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E11,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E11,普通大棚,2027,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E12,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E12,普通大棚,2027,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E13,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E13,普通大棚,2027,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,6000.0
E14,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E14,普通大棚,2027,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E15,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E15,普通大棚,2027,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E16,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E16,普通大棚,2027,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,6000.0
E2,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E2,普通大棚,2027,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,6000.0
E3,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E3,普通大棚,2027,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E4,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E4,普通大棚,2027,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E5,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E5,普通大棚,2027,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E6,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E6,普通大棚,2027,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E7,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E7,普通大棚,2027,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E8,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E8,普通大棚,2027,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E9,普通大棚,2027,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E9,普通大棚,2027,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
F1,智慧大棚,2027,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
F1,智慧大棚,2027,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
F2,智慧大棚,2027,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
F2,智慧大棚,2027,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
F3,智慧大棚,2027,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
F3,智慧大棚,2027,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
F4,智慧大棚,2027,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
F4,智慧大棚,2027,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
A1,平旱地,2028,单季,平旱地,单季,2,黑豆,粮食（豆类）,80.0,500.0,40000.0,32000.0
A2,平旱地,2028,单季,平旱地,单季,9,高粱,粮食,55.0,630.0,34650.0,22000.0
A3,平旱地,2028,单季,平旱地,单季,11,荞麦,粮食,35.0,110.0,3850.0,12250.0
A4,平旱地,2028,单季,平旱地,单季,9,高粱,粮食,72.0,630.0,45360.0,28800.0
A5,平旱地,2028,单季,平旱地,单季,11,荞麦,粮食,68.0,110.0,7480.0,23800.0
A6,平旱地,2028,单季,平旱地,单季,11,荞麦,粮食,55.0,110.0,6050.0,19250.0
B1,梯田,2028,单季,梯田,单季,2,黑豆,粮食（豆类）,60.0,475.0,28500.0,24000.0
B10,梯田,2028,单季,梯田,单季,13,红薯,粮食,25.0,2100.0,52500.0,50000.0
B11,梯田,2028,单季,梯田,单季,11,荞麦,粮食,60.0,105.0,6300.0,21000.0
B12,梯田,2028,单季,梯田,单季,12,南瓜,粮食,45.0,2850.0,128250.0,45000.0
B13,梯田,2028,单季,梯田,单季,11,荞麦,粮食,35.0,105.0,3675.0,12250.0
B14,梯田,2028,单季,梯田,单季,2,黑豆,粮食（豆类）,20.0,475.0,9500.0,8000.0
B2,梯田,2028,单季,梯田,单季,3,红豆,粮食（豆类）,46.0,380.0,17480.0,16100.0
B3,梯田,2028,单季,梯田,单季,9,高粱,粮食,40.0,600.0,24000.0,16000.0
B4,梯田,2028,单季,梯田,单季,3,红豆,粮食（豆类）,28.0,380.0,10640.0,9800.0
B5,梯田,2028,单季,梯田,单季,10,黍子,粮食,25.0,500.0,12500.0,9000.0
B6,梯田,2028,单季,梯田,单季,12,南瓜,粮食,86.0,2850.0,245100.0,86000.0
B7,梯田,2028,单季,梯田,单季,3,红豆,粮食（豆类）,55.0,380.0,20900.0,19250.0
B8,梯田,2028,单季,梯田,单季,2,黑豆,粮食（豆类）,44.0,475.0,20900.0,17600.0
B9,梯田,2028,单季,梯田,单季,2,黑豆,粮食（豆类）,50.0,475.0,23750.0,20000.0
C1,山坡地,2028,单季,山坡地,单季,12,南瓜,粮食,15.0,2700.0,40500.0,15000.0
C2,山坡地,2028,单季,山坡地,单季,4,绿豆,粮食（豆类）,13.0,315.0,4095.0,4550.0
C3,山坡地,2028,单季,山坡地,单季,5,爬豆,粮食（豆类）,15.0,375.0,5625.0,5250.0
C4,山坡地,2028,单季,山坡地,单季,1,黄豆,粮食（豆类）,18.0,360.0,6480.0,7200.0
C5,山坡地,2028,单季,山坡地,单季,4,绿豆,粮食（豆类）,27.0,315.0,8505.0,9450.0
C6,山坡地,2028,单季,山坡地,单季,13,红薯,粮食,20.0,2000.0,40000.0,40000.0
D1,水浇地,2028,第一季,水浇地,第一季,17,豇豆,蔬菜（豆类）,15.0,3000.0,45000.0,30000.0
D1,水浇地,2028,第二季,水浇地,第二季,36,白萝卜,蔬菜,15.0,4000.0,60000.0,7500.0
D2,水浇地,2028,第一季,水浇地,第一季,29,黄瓜,蔬菜,10.0,12000.0,120000.0,29000.0
D2,水浇地,2028,第二季,水浇地,第二季,37,红萝卜,蔬菜,10.0,3000.0,30000.0,5000.0
D3,水浇地,2028,第一季,水浇地,第一季,29,黄瓜,蔬菜,14.0,12000.0,168000.0,40600.0
D3,水浇地,2028,第二季,水浇地,第二季,35,大白菜,蔬菜,14.0,5000.0,70000.0,28000.0
D4,水浇地,2028,第一季,水浇地,第一季,29,黄瓜,蔬菜,6.0,12000.0,72000.0,17400.0
D4,水浇地,2028,第二季,水浇地,第二季,36,白萝卜,蔬菜,6.0,4000.0,24000.0,3000.0
D5,水浇地,2028,第一季,水浇地,第一季,17,豇豆,蔬菜（豆类）,10.0,3000.0,30000.0,20000.0
D5,水浇地,2028,第二季,水浇地,第二季,37,红萝卜,蔬菜,10.0,3000.0,30000.0,5000.0
D6,水浇地,2028,第一季,水浇地,第一季,18,刀豆,蔬菜（豆类）,12.0,2000.0,24000.0,12000.0
D6,水浇地,2028,第二季,水浇地,第二季,36,白萝卜,蔬菜,12.0,4000.0,48000.0,6000.0
D7,水浇地,2028,第一季,水浇地,第一季,17,豇豆,蔬菜（豆类）,22.0,3000.0,66000.0,44000.0
D7,水浇地,2028,第二季,水浇地,第二季,36,白萝卜,蔬菜,22.0,4000.0,88000.0,11000.0
D8,水浇地,2028,第一季,水浇地,第一季,29,黄瓜,蔬菜,20.0,12000.0,240000.0,58000.0
D8,水浇地,2028,第二季,水浇地,第二季,36,白萝卜,蔬菜,20.0,4000.0,80000.0,10000.0
E1,普通大棚,2028,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E1,普通大棚,2028,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E10,普通大棚,2028,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
E10,普通大棚,2028,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E11,普通大棚,2028,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E11,普通大棚,2028,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,6000.0
E12,普通大棚,2028,第一季,普通大棚,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1440.0,720.0
E12,普通大棚,2028,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E13,普通大棚,2028,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E13,普通大棚,2028,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E14,普通大棚,2028,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E14,普通大棚,2028,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,6000.0
E15,普通大棚,2028,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E15,普通大棚,2028,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E16,普通大棚,2028,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
E16,普通大棚,2028,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E2,普通大棚,2028,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E2,普通大棚,2028,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E3,普通大棚,2028,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E3,普通大棚,2028,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E4,普通大棚,2028,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
E4,普通大棚,2028,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E5,普通大棚,2028,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E5,普通大棚,2028,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E6,普通大棚,2028,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E6,普通大棚,2028,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,6000.0
E7,普通大棚,2028,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E7,普通大棚,2028,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E8,普通大棚,2028,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E8,普通大棚,2028,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E9,普通大棚,2028,第一季,普通大棚,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1440.0,720.0
E9,普通大棚,2028,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
F1,智慧大棚,2028,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
F1,智慧大棚,2028,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
F2,智慧大棚,2028,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
F2,智慧大棚,2028,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
F3,智慧大棚,2028,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
F3,智慧大棚,2028,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
F4,智慧大棚,2028,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
F4,智慧大棚,2028,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
A1,平旱地,2029,单季,平旱地,单季,11,荞麦,粮食,80.0,110.0,8800.0,28000.0
A2,平旱地,2029,单季,平旱地,单季,11,荞麦,粮食,55.0,110.0,6050.0,19250.0
A3,平旱地,2029,单季,平旱地,单季,2,黑豆,粮食（豆类）,35.0,500.0,17500.0,14000.0
A4,平旱地,2029,单季,平旱地,单季,4,绿豆,粮食（豆类）,72.0,350.0,25200.0,25200.0
A5,平旱地,2029,单季,平旱地,单季,1,黄豆,粮食（豆类）,68.0,400.0,27200.0,27200.0
A6,平旱地,2029,单季,平旱地,单季,10,黍子,粮食,55.0,525.0,28875.0,19800.0
B1,梯田,2029,单季,梯田,单季,9,高粱,粮食,60.0,600.0,36000.0,24000.0
B10,梯田,2029,单季,梯田,单季,1,黄豆,粮食（豆类）,25.0,380.0,9500.0,10000.0
B11,梯田,2029,单季,梯田,单季,4,绿豆,粮食（豆类）,60.0,330.0,19800.0,21000.0
B12,梯田,2029,单季,梯田,单季,11,荞麦,粮食,45.0,105.0,4725.0,15750.0
B13,梯田,2029,单季,梯田,单季,3,红豆,粮食（豆类）,35.0,380.0,13300.0,12250.0
B14,梯田,2029,单季,梯田,单季,9,高粱,粮食,20.0,600.0,12000.0,8000.0
B2,梯田,2029,单季,梯田,单季,11,荞麦,粮食,46.0,105.0,4830.0,16100.0
B3,梯田,2029,单季,梯田,单季,10,黍子,粮食,40.0,500.0,20000.0,14400.0
B4,梯田,2029,单季,梯田,单季,2,黑豆,粮食（豆类）,28.0,475.0,13300.0,11200.0
B5,梯田,2029,单季,梯田,单季,2,黑豆,粮食（豆类）,25.0,475.0,11875.0,10000.0
B6,梯田,2029,单季,梯田,单季,1,黄豆,粮食（豆类）,86.0,380.0,32680.0,34400.0
B7,梯田,2029,单季,梯田,单季,10,黍子,粮食,55.0,500.0,27500.0,19800.0
B8,梯田,2029,单季,梯田,单季,11,荞麦,粮食,44.0,105.0,4620.0,15400.0
B9,梯田,2029,单季,梯田,单季,10,黍子,粮食,50.0,500.0,25000.0,18000.0
C1,山坡地,2029,单季,山坡地,单季,5,爬豆,粮食（豆类）,15.0,375.0,5625.0,5250.0
C2,山坡地,2029,单季,山坡地,单季,11,荞麦,粮食,13.0,100.0,1300.0,4550.0
C3,山坡地,2029,单季,山坡地,单季,9,高粱,粮食,15.0,570.0,8550.0,6000.0
C4,山坡地,2029,单季,山坡地,单季,5,爬豆,粮食（豆类）,18.0,375.0,6750.0,6300.0
C5,山坡地,2029,单季,山坡地,单季,10,黍子,粮食,27.0,475.0,12825.0,9720.0
C6,山坡地,2029,单季,山坡地,单季,10,黍子,粮食,20.0,475.0,9500.0,7200.0
D1,水浇地,2029,第一季,水浇地,第一季,29,黄瓜,蔬菜,15.0,12000.0,180000.0,43500.0
D1,水浇地,2029,第二季,水浇地,第二季,36,白萝卜,蔬菜,15.0,4000.0,60000.0,7500.0
D2,水浇地,2029,第一季,水浇地,第一季,29,黄瓜,蔬菜,10.0,12000.0,120000.0,29000.0
D2,水浇地,2029,第二季,水浇地,第二季,35,大白菜,蔬菜,10.0,5000.0,50000.0,20000.0
D3,水浇地,2029,第一季,水浇地,第一季,17,豇豆,蔬菜（豆类）,14.0,3000.0,42000.0,28000.0
D3,水浇地,2029,第二季,水浇地,第二季,36,白萝卜,蔬菜,14.0,4000.0,56000.0,7000.0
D4,水浇地,2029,第一季,水浇地,第一季,18,刀豆,蔬菜（豆类）,6.0,2000.0,12000.0,6000.0
D4,水浇地,2029,第二季,水浇地,第二季,37,红萝卜,蔬菜,6.0,3000.0,18000.0,3000.0
D5,水浇地,2029,第一季,水浇地,第一季,29,黄瓜,蔬菜,10.0,12000.0,120000.0,29000.0
D5,水浇地,2029,第二季,水浇地,第二季,36,白萝卜,蔬菜,10.0,4000.0,40000.0,5000.0
D6,水浇地,2029,第一季,水浇地,第一季,29,黄瓜,蔬菜,12.0,12000.0,144000.0,34800.0
D6,水浇地,2029,第二季,水浇地,第二季,36,白萝卜,蔬菜,12.0,4000.0,48000.0,6000.0
D7,水浇地,2029,第一季,水浇地,第一季,29,黄瓜,蔬菜,22.0,12000.0,264000.0,63800.0
D7,水浇地,2029,第二季,水浇地,第二季,35,大白菜,蔬菜,22.0,5000.0,110000.0,44000.0
D8,水浇地,2029,第一季,水浇地,第一季,17,豇豆,蔬菜（豆类）,20.0,3000.0,60000.0,40000.0
D8,水浇地,2029,第二季,水浇地,第二季,36,白萝卜,蔬菜,20.0,4000.0,80000.0,10000.0
E1,普通大棚,2029,第一季,普通大棚,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1440.0,720.0
E1,普通大棚,2029,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E10,普通大棚,2029,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E10,普通大棚,2029,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E11,普通大棚,2029,第一季,普通大棚,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1440.0,720.0
E11,普通大棚,2029,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,6000.0
E12,普通大棚,2029,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E12,普通大棚,2029,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E13,普通大棚,2029,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
E13,普通大棚,2029,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E14,普通大棚,2029,第一季,普通大棚,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1440.0,720.0
E14,普通大棚,2029,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E15,普通大棚,2029,第一季,普通大棚,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1440.0,720.0
E15,普通大棚,2029,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E16,普通大棚,2029,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E16,普通大棚,2029,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,6000.0
E2,普通大棚,2029,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
E2,普通大棚,2029,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,6000.0
E3,普通大棚,2029,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
E3,普通大棚,2029,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E4,普通大棚,2029,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E4,普通大棚,2029,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E5,普通大棚,2029,第一季,普通大棚,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1440.0,720.0
E5,普通大棚,2029,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E6,普通大棚,2029,第一季,普通大棚,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1440.0,720.0
E6,普通大棚,2029,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E7,普通大棚,2029,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
E7,普通大棚,2029,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E8,普通大棚,2029,第一季,普通大棚,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1440.0,720.0
E8,普通大棚,2029,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E9,普通大棚,2029,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E9,普通大棚,2029,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
F1,智慧大棚,2029,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
F1,智慧大棚,2029,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
F2,智慧大棚,2029,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
F2,智慧大棚,2029,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
F3,智慧大棚,2029,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
